,price
11760,1306000
14656,2600000
16305,1590000
22008,2575000
17501,1939000
12993,1460000
17825,1002930
22100,1150000
19266,2030000
16529,1957000
19009,2300000
21697,1460000
22962,845000
22227,5553000
14174,2175000
3003,1085000
8215,1300000
11978,1769000
11716,1296000
20327,1895200
5389,975000
12055,1378000
18430,2250000
1309,1750000
18000,1734000
11345,2800000
3475,798000
789,1245000
14731,958000
12375,1622000
21206,1372196
22561,1278000
7740,1667081
3284,837000
18596,1548079
2514,3000000
16235,2410000
14711,1300000
12577,1372000
19692,1287900
14468,2189000
18646,1470000
2653,6448400
14245,3170000
16925,941201
18336,997880
9258,1468000
6227,1589000
19425,1644000
16598,1716206
8791,721000
11880,1380000
20845,2494000
12881,2464000
22393,1906000
5006,4250000
6214,942000
11249,2992000
9777,1442000
23111,2040000
7982,1660359
17382,938060
5257,1500000
16716,1333411
12915,2492000
13932,2743290
16852,932332
11070,1435000
23648,1138000
17094,878660
20957,1747000
21582,2100000
13098,1586000
9986,1215000
270,1565000
3301,888000
21942,3150000
6843,1156000
12041,1488000
12264,1711000
15758,1799300
7990,4410000
5406,1360000
16874,2497028
712,1821000
5783,1158100
12471,1253000
4409,1048888
11688,1579000
11409,1880000
5260,988000
5920,1385800
19862,1198000
18825,1195800
5411,1260000
20181,1451520
550,2368000
17166,907986
3241,832000
14603,1738000
20624,1308000
4005,1810000
22253,4324320
10169,1399000
17890,1042000
8493,744000
21426,1757100
3264,792000
9321,1783500
18862,2098000
5061,4541000
8444,855000
11109,1500000
14511,4520100
2098,14825850
15693,1526000
7001,1194000
7292,1444000
11928,2050000
3671,2080000
4968,6123000
15908,2328000
8625,1695000
10629,1744000
4416,1068888
21418,1135926
16746,900821
8940,753000
22837,898888
16498,1350000
16803,2960295
22,3157910
2934,1280000
16083,2504000
4311,2180000
14691,7500000
6597,1734000
17866,1614000
19499,1358000
23006,960000
12489,1534000
4833,3196800
21557,1750000
17702,2750022
18853,1628000
22061,3120000
20598,1087000
8022,1559527
56,8500000
3412,1363000
10416,1752000
2855,840000
400,3100000
2986,2180000
12764,2416000
22559,1278000
10251,2010000
6605,1339000
21309,1829072
13871,2847240
16291,985000
19964,1155380
11632,1094000
11582,1160000
12914,2404000
23087,2150000
18905,2105000
17126,1528169
17705,1067000
12664,1644000
6554,2391000
8780,1170000
13017,1346000
19947,835920
20218,1476000
7258,1431000
17741,3150000
10797,1556000
5781,1735500
12241,1622000
19861,1839510
20747,1806000
15335,1053000
20111,1340800
7233,1156000
22095,1205000
17083,1165571
11736,1410000
14722,1000000
16054,1152000
519,3260000
1755,4850000
4508,1298800
19826,1183410
12919,2532000
18482,1180000
5263,1730000
1069,1643000
8340,920000
15184,1997000
8419,1738000
18130,2086000
17904,1359350
18534,1472800
6611,1352000
19742,808380
665,1763000
14936,1733000
18067,1191900
13796,1733490
22610,1000000
716,1255000
5780,981600
12787,1233000
23543,1588888
1699,1235000
12035,1857000
12164,1190000
1877,2114000
22960,822000
22414,1257000
7320,1364000
9724,727000
20970,1984000
6800,1183000
4916,3057000
7065,2111000
7140,1444000
2979,3500000
604,1183000
12141,2159000
13750,1638450
14736,1250000
12762,2506000
8990,1051000
6861,1801000
8168,2720000
21531,920000
15656,1424000
8128,1695000
12627,2318000
19848,1503360
15720,1129000
6592,2283000
8672,1133550
19439,1546000
91,1897800
2577,1145000
20910,2750000
10866,2096000
8384,780000
15873,2406000
22304,8500000
13464,1060000
16707,1337035
22899,1135888
9819,1370000
19310,1499000
4260,858000
3896,1119000
19962,1247490
1349,1290000
15799,2877550
10563,1269000
16313,1580000
3777,1800000
20432,858000
15210,1435000
3740,1850000
325,3150000
4050,2515000
22249,4561200
12280,1967000
13894,1336500
7705,3900000
19253,3400000
12229,2099000
15319,1321000
2762,1732000
3581,2823000
16476,2508000
7105,1501000
6372,1319000
7244,1226000
17470,988000
11877,1003000
5062,5500000
3602,2650000
17179,1610500
11179,3356000
11856,1533200
6948,1259000
7756,7216110
9638,1241000
16266,1480000
9212,1446000
8897,1735000
17016,1193010
20576,1381000
10435,2735000
10086,1668000
9761,881000
14410,2056000
21037,2007000
10766,3063000
9574,1188000
6017,1496000
16219,2620000
2956,1370000
7869,1644390
21308,980400
15324,1055000
11934,1385000
12106,1572000
9670,1465000
5409,1280000
9611,1759000
7520,1780000
1103,2240000
20923,2650000
12198,1156000
2276,1210000
19550,3170000
4690,5700400
1558,1380000
10892,2121000
2488,1745000
21675,2725000
21948,1969000
3523,1439460
4542,795000
19462,1525000
15371,1948000
3400,2955000
21935,2450000
23396,2520000
15541,2160000
15542,1648000
2272,1550000
2374,1500000
14429,2518000
10844,2339000
13520,1255320
15936,1690000
16445,2222650
14214,6050000
8728,1770500
12598,1552000
12823,1549000
9843,1256000
292,1100000
11028,1320000
19695,892620
20551,1076000
11392,1520000
2870,1400000
17259,1341900
13126,2362000
11401,2925000
9964,1755000
18447,1250000
4784,1595650
9727,1147000
22655,1265000
22974,1200000
13231,5576000
16419,9932400
13201,1670400
22279,8180000
4879,5180000
19827,1465290
10542,1452000
18426,2115888
22672,889000
22275,3967920
10420,2647000
20341,852800
4418,1050000
10002,812000
4647,1480000
14539,3339960
16296,1548888
15955,1625000
12007,1337000
356,3380000
20426,1680000
11553,1565000
686,902000
12989,1465000
4584,850000
837,1122000
7013,1987000
8458,1445000
15851,1330000
21921,2280000
10198,1172000
1726,1750000
22608,1236284
20217,804800
2362,2400000
12093,988000
19859,1254400
14554,1850332
3179,1414000
10284,1714500
17239,951800
16085,2546000
17917,1649115
22826,739000
20139,929880
19652,2070000
12445,3147000
16124,1490000
4223,1328000
1067,2501000
15803,1825888
9633,1141000
7379,1031000
8101,1830000
11258,2735000
9858,2427000
10940,1568000
20572,1331000
6967,877000
21889,3400000
6166,1537000
6461,1850000
3061,2498888
21002,2053000
889,1643000
966,1593000
10481,1250500
16497,1400000
1963,2300000
11317,1700000
9850,1182000
12062,1527000
14496,1386000
9319,1171000
1909,2106000
8353,892000
23187,6015000
9508,723000
19144,1660000
17499,2390000
23182,6270000
2835,960000
9735,1369000
11455,1250000
10005,1151000
7213,1928000
7605,1744529
975,1986000
2268,1090000
3770,2150000
16876,2378762
14984,1009000
2838,1130000
132,2179500
10131,1132000
18930,2948000
581,1573000
22563,1095805
9716,1513000
9035,2071000
6839,1233000
393,4800000
10218,2822888
6558,836000
9301,825000
2803,3339000
14169,2980000
13181,5424000
14431,1689000
3928,1617000
20493,1323000
16810,896995
8401,988000
4036,1950000
22290,6237000
17243,1181286
8183,1170888
10469,2185000
225,2116600
11426,1880000
4211,1650000
11690,1508000
22920,765000
6777,1240000
4613,1565000
16867,1311744
22127,3900000
8593,1097000
11366,2275000
14168,3350000
22221,3400000
16076,2538000
16887,997720
20863,1170000
23045,1900000
12872,2480000
17967,969000
5008,2450050
19919,888570
3403,1397000
3515,1409000
3883,1641000
12190,1649000
23164,5180000
6755,1395000
17957,1013030
2908,908000
22152,1820000
18943,1450000
4261,1100000
8071,19888000
19303,2420000
2423,1797500
1231,888000
5264,1520480
18072,1657300
6163,1301000
11377,1625000
3548,1393370
17556,1211939
22135,1950000
18650,953200
22933,770000
7548,2765470
5481,1085000
22803,930000
23554,1200000
1159,2082000
6895,975000
11930,2147000
5501,830000
11501,3300000
8047,4400000
21755,2515000
809,1235000
20361,1008800
14317,1420000
13600,1824570
2650,2060000
1075,2617000
15312,1180000
23597,1445000
8789,1106000
15345,901000
3190,864000
3620,1868000
9894,1786500
20613,1917000
12349,1489000
3650,2979000
16066,2546000
17254,1037085
19220,2875000
4070,938000
22603,1265309
8290,1550000
1394,3000000
5976,1586900
3370,1943000
23002,2160000
9604,1480000
11061,1142000
19603,2480000
23351,2300000
14575,1880000
1764,964250
1054,1257000
17631,1473133
10324,1172500
19618,980000
1356,1620000
8856,1133000
7002,1319000
15629,1434000
12143,1389000
7903,1812087
12231,1506000
13334,878000
1736,1788000
14692,5350000
13451,1850000
13993,1399000
11539,1391000
1568,1418000
462,1100000
743,2579000
8414,1472000
23551,2200088
3994,1720000
18089,1694500
12571,3057000
8817,1395000
9308,1172000
10654,1606000
6284,1205000
17474,991000
12944,2456000
21715,1575000
21272,1048900
8536,1152000
15651,1381000
5494,780000
12726,1203000
13644,1316700
17659,1207937
20243,955300
21825,2300000
8648,1139000
10471,1477000
8281,1620000
4335,879000
10813,2612000
17392,1708000
4326,4500000
22540,2109000
5114,2638000
14975,700000
7174,766000
8587,1116000
19468,2125000
13306,1134000
18958,909000
5212,1580000
3641,1781000
9952,1509500
9034,705000
22258,5043951
21,3083590
3718,1700000
13391,1130000
20682,1423000
2902,950000
19402,2255000
16046,1722000
5534,2398000
15539,1700000
19044,1560000
11042,1448000
15351,1439000
779,956000
21269,1011600
7420,1488888
18920,3788000
20155,719960
17591,1980000
6528,1168000
3431,1250000
23037,2000000
15334,921000
11981,1436000
22579,1119000
17933,2820000
3622,1841000
4259,1190000
4725,2448000
1469,1448100
13322,1230000
23167,2325000
21441,2030952
8880,803000
9112,1131000
22038,715000
16074,3744000
23098,2061000
23429,1030000
8424,713000
368,3580000
21741,3098888
11785,1334000
9607,699000
14637,1400000
6382,1378000
13112,2474000
9491,1445000
64,1957300
23077,1765000
11384,2190000
4210,1950000
15926,1236000
17795,2193000
18875,1807000
15188,2155000
1721,1410000
22955,790000
5324,868000
4060,2148000
7280,1275000
10683,1272000
1824,1857000
23085,2638000
10972,2567000
15311,779000
16895,1901522
2355,2400000
21099,2087000
3758,1388888
3232,1461000
21111,1994000
1918,2062000
21999,8400000
7246,1140000
19753,1241730
1569,1200000
1831,2659000
8539,1266000
1242,3888888
12708,1413000
23400,1645000
9351,1190000
16416,5607900
21474,1551438
4656,5700000
16614,1453477
12522,3073000
8998,1239000
17393,1711000
23695,1320000
11914,1472000
16510,1420000
1325,2560000
8343,1550000
21630,1921150
8118,1900000
8893,956500
4859,1595180
7490,3765078
21174,600000
22326,1000000
11859,1506200
23442,1140000
14772,950000
7630,2873184
1222,1230000
1777,1100000
15778,1334888
21867,2080000
18704,1397800
22264,7432000
16883,1054323
14633,1450000
15111,988000
11133,2060000
13072,1530000
17775,997880
20533,1819000
13863,2637000
8701,1382000
14624,1400000
21110,1988000
14570,4917385
6400,1744000
14490,3047460
19855,1762180
21640,2920000
748,1259000
7271,994000
5246,1628000
1259,1880000
7173,1363000
22773,958000
1888,1857240
14779,1300000
17906,1209938
711,1801000
12470,1722000
22682,1550000
17349,1942000
21845,2628000
224,2084900
13660,1249380
7937,1600500
17198,1196518
4808,1428375
3329,815000
3293,847000
378,660000
11484,4200000
14315,1320000
14247,14300000
6906,1411000
11882,1392000
3845,468000
12085,1422000
15051,1169000
18212,2167000
5551,16000000
18656,1104000
13777,1398870
8296,1600000
23150,3280000
1794,2416000
19868,1560000
5917,1012800
19790,1083150
9609,875000
13039,1475000
5024,3578000
14029,1980000
12270,2170000
1658,2568000
212,2185800
19680,1037600
14078,1750000
22099,1220000
19542,2475000
4419,778000
23039,1630000
5193,2300000
13927,4680720
15898,1888000
9551,859000
8526,1455000
2166,1800000
3110,1600000
15762,1283450
16457,1560000
13901,2964060
14195,2780000
792,1221000
233,2228000
2220,1028000
17020,1320605
19948,640800
209,4763000
9330,1466500
20711,1087000
23605,2100000
23032,1705000
4498,860000
16186,1860000
9505,835000
2413,2050000
6598,1476000
21184,1100000
21716,1450000
11014,2189000
20346,838400
834,1167000
9063,1147000
8074,1694563
18061,1375500
9455,1196000
9810,735000
6035,1433800
12537,1861000
13289,893000
10606,2149000
17418,1632000
13163,1424000
16671,1455940
1220,1320000
12955,1432000
9957,1195000
16270,950000
6552,1328000
11375,2180000
1387,2238899
2001,2180000
5609,1002000
11907,1050200
4581,903000
19923,1189890
16182,1856000
9677,880000
23474,1580000
2523,1215000
14182,2476500
18972,1480000
17785,1001920
7259,1356000
22242,5307680
18464,2080000
3078,1680000
22018,685000
7460,993888
22702,840000
19829,822400
4782,3010000
14398,5113000
17604,1242000
22125,1347000
4381,1550000
20440,2007000
16343,1520000
17577,1624000
6404,1731000
14435,1578000
7642,3988000
8067,1677168
15815,1250000
6452,1765000
3308,923000
2165,925000
8809,1134000
16007,1144000
23480,755000
3803,4400000
16308,1568000
21409,1084600
17899,1670000
10618,2135000
18511,922888
18353,1831000
14940,1467000
18327,1139000
12962,1508000
22411,1127000
7637,2787751
10122,1140000
10196,1150000
14230,2568000
6854,1196000
10619,1203000
11239,2060000
17936,2398000
1386,1225000
20982,1923000
18837,1155600
555,1038000
17555,942803
19138,1708000
3095,1650000
22497,1809000
3285,1724000
9930,1143000
9166,1151000
17049,866898
7847,2550240
1313,1655000
10085,1668000
14615,1890000
20984,1827000
8420,1738000
11095,2339000
11089,1430000
7450,1350000
11525,1190000
20635,1184000
14706,1220000
15685,1490000
11245,3002000
9631,1201000
5072,3780000
9373,1395000
17155,1313940
4749,2400960
5275,1980000
2269,1600000
20330,1012000
17527,1627000
1872,3747000
19378,2590000
8598,1092000
1422,1818600
21523,2090000
1857,1423000
5356,2150000
17408,2209000
12899,2336000
23105,3450000
10306,1488500
2765,966000
19726,835920
1541,1360000
16231,9000000
7262,2118000
10794,3792000
18696,1651000
4607,2430000
19847,688800
8434,1216000
7111,1875000
20597,1590000
20717,1317000
17574,1933000
5538,2700000
4466,1250000
15992,1696000
19857,647200
22907,1220000
9037,711000
10203,1197000
9475,1450000
9284,2016000
16954,1146708
1174,2056000
13105,3200000
7647,3797000
6123,5350000
8563,1055000
3771,1572888
13460,1328000
1109,2152000
4655,5601000
21261,1775000
9230,1123000
11434,1460000
8212,1850000
22069,1630099
8266,1518000
13723,1245420
7095,1004000
13389,1257000
9126,1509000
14004,1623000
12098,2020000
11723,1616400
11115,2071000
9918,1485000
19352,1500000
19707,722400
9096,871000
1737,1380000
19749,1249830
16511,1480000
561,3561228
15357,1352000
2486,1408000
3345,2976000
11492,6380000
9354,1121000
9628,1146000
11911,1382000
8314,900000
21235,866700
9719,1130000
18669,1234571
22501,1637000
22263,6787440
20088,1129140
58,2036200
18139,2048000
3237,806000
15153,1080000
8405,2692000
12675,1614000
10483,1189500
12558,1534500
4179,1700000
3201,886000
19743,744000
14233,2340000
3690,3123180
1649,1865000
4636,2590000
2510,1250000
22945,838000
9828,859000
938,1734000
12702,1266000
11790,1337000
395,4000000
23463,1843970
20282,1707200
20036,1084810
10339,1210500
18104,1613000
11759,1453000
23559,1630000
3870,1060000
16138,970000
10174,1502500
13546,1351350
23131,4850000
2907,2180000
10292,1797500
19191,1350000
11730,1578000
14421,1823000
5993,1600000
21034,1585000
18907,3083000
22566,1034938
4415,1180000
20793,1180000
20284,1926400
19497,1651000
10009,1522000
11300,4480000
19808,1288000
3949,10359675
23619,2130000
17220,917723
14623,1400000
15546,1680000
2072,10000000
12122,1344000
22990,1080000
5822,1476100
22374,1290000
13335,948000
17553,1332972
3513,1497000
11007,2668000
19672,728190
20688,1628000
14608,2420000
17606,1246000
21470,895200
7964,1600000
5086,4622000
7482,3471000
21028,2142000
2681,4250000
766,1328000
22825,910000
3782,1870000
20137,1967180
14841,1170000
9336,1213000
16815,1120775
22381,1095000
10702,2728000
17075,1183132
10465,1179500
2860,1490000
1221,1070000
18231,2014000
4864,5883800
16594,1672585
13280,1954000
21097,3869000
6085,2369000
16665,1661525
12546,1377000
15269,1286000
4924,2212800
4532,848000
23647,1138000
1672,1168000
18113,1033000
16024,1675000
10643,1554000
18493,1100000
4055,1470000
20117,1107820
6952,948000
21229,1039900
10000,761000
20453,1089000
10467,1164500
18334,1000910
11953,1524000
10260,1151000
12016,1413200
19273,1400000
12811,5869000
10237,1508500
19116,1638000
10255,1465500
13305,1335000
22147,1410000
9487,1182000
17893,1245289
12879,2558000
23096,3505000
3454,1487000
4317,1855000
9980,1159000
23698,1080000
7385,1129000
5519,2880000
858,1196000
18203,2010000
5972,1606900
4439,1310000
13513,1406790
9033,705000
7875,2680000
13208,3308000
595,1568000
17891,1328580
8804,1394000
7799,1560000
9186,859000
12613,1502000
10970,2732000
9746,866000
14352,2730000
19030,1530000
16060,2505000
1951,1602000
9120,1384000
1096,1984000
20168,1742500
18917,2689000
7910,3922380
6944,871000
9965,2583000
14781,1350000
7830,2181802
2513,2700000
6732,1894000
5559,14500000
23522,2580000
7860,3387780
20507,997000
14493,1880000
11027,1320000
4700,3640500
18756,1605000
2233,1160000
11242,3170000
10296,2036000
21653,1699800
22271,5700000
7956,1647300
1176,1931000
16160,1511000
23158,5168000
17736,3150000
15117,1376000
15092,1429000
11926,1421000
19258,2240000
17193,1652199
9215,1153000
11490,5250000
18806,1736700
7478,5747700
4155,1350000
12740,2254000
22134,4200000
21831,2080000
17518,1950000
4241,1438000
5424,1540000
13265,3485000
7447,1320000
3401,913000
12456,1705000
15567,1900000
12501,1716000
7492,3018000
19731,628800
12272,1729000
8995,1145000
1550,1340000
1009,1217000
18533,1475100
14842,1400000
10939,1568000
18035,1150611
10929,2073000
20311,798400
22751,692888
16381,1970000
5095,2348000
648,2022000
3243,1877000
11054,2243000
4975,2328000
727,1235000
16125,1475000
18128,2044000
14591,2072000
9133,1728000
5720,1479500
8742,738000
8169,2660000
18455,1865000
6860,2368000
331,3600000
7027,1018000
13809,1856250
17298,2894000
8699,736000
211,2020400
22681,960000
2263,1050000
6343,1383000
22232,9433000
11367,1590000
3543,901000
1438,3510400
10707,2418000
16251,1490000
19709,1801600
4792,2013920
9420,1191000
21066,1917000
19329,1860000
21577,2051145
6475,1250000
9506,835000
920,1264000
12171,2434000
16396,1670000
4868,2260000
818,1648000
15872,1224000
10976,2192000
9896,2146000
453,14800000
9241,1453000
9848,1439000
3457,1346000
23209,2850000
21705,1550000
22629,2380000
20437,2369000
940,1279000
2739,2602000
11796,2068000
4196,2420000
19004,2070000
18981,3200000
23161,3570000
4071,1180000
20603,1374000
8222,1270000
8123,1800000
6363,1495000
14450,2460000
5796,1071500
3677,2833158
8864,1604000
22072,1250000
16440,1380000
17840,1628000
5188,2690000
10308,1135000
2262,1618000
19441,1484000
13186,3317600
1779,1236000
2553,2300000
23595,4120000
2686,2718000
1040,1372000
22199,1486000
3071,1620000
7529,2862000
22510,1963000
7766,2685960
11045,1592000
20980,2598000
15682,983000
22765,985000
15663,1050000
15128,898000
19295,2400000
7961,2933885
7399,2200000
22798,705000
10303,2165000
22796,753000
5839,1491300
2024,3838888
20893,1886000
19283,1540000
9019,1785000
10894,2108000
14831,1435000
28,3140000
9718,1422000
355,4500000
3170,785000
15383,1709000
20963,1792000
5643,1327300
3675,3330000
15450,1460000
13763,1309770
6749,1148000
120,2176800
6794,1189000
18701,1792300
5579,1548000
13683,1377090
328,3650000
4710,3647000
2370,2850000
5522,2600000
2544,1450000
15791,1899888
11077,2121000
23550,2600000
10871,2311000
4898,4722115
5153,6216000
1209,2867000
13362,1625000
17227,1536000
13068,1551000
20549,1574000
3123,1590000
78,2353000
22318,1390800
13012,1424000
9137,1133000
21440,1273412
21688,1756370
20452,1299000
18472,1908000
19292,3200000
4869,2685930
15605,1133000
14485,1950000
6213,1358000
1782,1050000
6985,1211000
13275,1958000
5544,5700000
1946,2115000
22816,1038000
21898,1580000
22829,968000
6789,2143000
1392,3380000
10661,2068040
6694,2090000
11980,970000
3215,1417000
8989,1051000
12404,1893000
9969,711000
12305,1592000
1770,739000
19163,2170000
19597,1950000
10912,1238000
11675,1427000
3022,3770000
5401,1068000
7856,2775960
10100,1714000
6875,2462000
17754,1050000
13956,3825360
4619,940000
19346,2435000
8719,1956000
8558,724000
17624,1491000
14290,2330000
12516,1321000
7968,5625180
12454,1259000
10652,1479000
6825,1241000
10111,1214000
19207,2310000
8159,3120000
18367,2016000
4423,830000
12159,1709000
6862,1128000
6986,1224000
9490,1426000
15847,1910000
21766,3100000
7282,2601000
2926,2350000
9825,697000
9479,845000
8733,759000
22896,1286000
2013,3800000
23101,2700000
5677,1426100
947,980000
19286,1738000
2147,1270000
8788,1163000
7129,1128000
18321,2434000
20288,953600
9699,1192000
19076,1520000
10955,2652000
6841,1539000
22874,1350800
2073,14000000
9730,1737000
20625,1192000
20347,998400
7734,2568000
885,1058000
11334,1640000
14621,1388000
15332,1887000
7329,3200000
10200,1209000
3895,1466000
21337,865200
22786,1020000
8249,1670000
16627,1231515
8012,4620000
23141,3560000
10591,2181000
20166,813600
21854,1680000
18695,1658800
1468,1908300
10550,1568000
2722,1710000
5419,1380000
21041,1581000
22653,1038000
21865,1638888
12673,1569000
6041,1421000
12061,1469000
14588,1285000
2161,1680000
9247,2025000
21151,925000
20478,1756000
13892,2696760
15733,1578000
10116,1206000
7265,1286000
20606,982000
9307,1172000
3936,5075000
11725,1350000
21897,5850000
15043,938000
4207,1500000
14033,1770000
2149,1735000
17269,1350000
74,1703800
19055,1900000
4016,2190000
18132,1670000
13041,1490000
14595,2000000
3932,3480000
14670,1380000
18235,2003000
15502,2810000
2509,286000000
7281,2528000
9244,1133000
19696,1365660
4067,5500000
13100,1485000
3145,787000
20935,1856000
8697,1236000
5131,2255000
7396,1410000
17854,1352000
11560,1185000
18218,2021000
19957,1119420
20756,1066000
2542,1300000
6073,1650000
17925,1165518
237,1980000
16484,2320000
20184,2122980
18989,1760000
5192,2315000
4766,1610000
1620,1668000
8793,1330000
1308,1280000
14374,9180000
1582,1383000
19886,1352180
2431,1060000
23117,2395000
1044,1210000
20918,1835000
5009,2258000
7633,3000000
10931,2076000
19424,1538000
5795,1071500
5491,1400000
19936,1530400
11797,1326000
13951,4908420
1600,3130000
19691,1338400
1849,2327000
1752,1500000
2040,1340000
7965,1663800
5231,1675000
546,2070000
6199,1285000
5147,3068000
10737,1235000
12191,1549000
10694,2048000
19224,5056000
7169,1254000
16559,899797
22020,688000
21046,1176000
22307,1220000
14650,2308000
15302,941000
15574,1410000
10417,2757000
18910,2272000
18025,2406000
9318,748000
14090,2140000
4065,1895000
21436,1662472
1294,1003000
15566,2120000
2000,3338000
2063,908000
21995,1128000
1507,2496600
6683,1233000
5577,1380000
21012,1656000
8089,1200000
5611,1306700
17187,1604940
17703,2388000
5335,1200000
9546,732000
4141,1435000
7938,4280000
18898,1879000
13036,5962000
6016,1998000
12224,1937000
19920,1337310
23557,1180000
12949,1394000
2251,1088000
3670,3265860
17549,2019000
16872,1315294
17956,1751000
13436,7000000
21623,2266400
11689,882000
17086,1153863
17513,1054500
14196,5660000
19261,1305000
23241,1570000
16666,907810
12963,1351000
17255,1037000
11910,1212000
6697,1124000
20600,1062000
6058,2000000
4698,4093000
10750,2310000
3320,848000
15864,2396000
10464,1161500
12446,3131000
4773,3550000
6575,1327000
19500,1409000
4709,4145000
17203,1156465
13653,1275120
8740,831000
19843,1409600
5785,1687800
15965,1630000
13560,1296900
10270,1187000
20790,1763000
7225,1235000
2311,1190000
20759,1449000
12658,1519000
8391,980000
20687,1613000
8677,697000
15167,1441000
12916,2414000
2823,1074000
4551,1680000
5336,3651480
11437,1650000
14009,1446000
11353,1560000
3749,2880000
10394,1169000
16532,2181000
19717,843200
9079,1193000
524,4200000
22211,6352000
13732,2673000
21171,642000
21768,2800888
122,2298800
15620,1073000
9799,1060000
22725,705000
2283,1060000
2302,1238000
11609,1268000
20601,1232000
14292,1500000
5820,1317000
14553,1850332
19774,1271700
16770,2497028
15173,1715000
48,4630000
15011,2348000
3185,788000
14345,2650000
15774,1363824
229,1960000
18281,1615000
2824,2570000
8772,1175000
969,1483000
3007,1323888
23169,3740000
10942,2867000
18397,1770000
20766,1180000
7210,1313000
2944,1100000
10910,1242000
20540,1654000
14016,1531000
4433,1300000
18403,1700000
18310,1769000
4161,8000000
3117,1588888
11232,2539000
5322,1275000
13753,1593900
18335,1002930
17765,1403000
2419,1020000
22216,4300000
20407,1730000
13303,1788000
7170,1268000
22229,5953500
1017,2462000
17404,1063000
350,3620000
14895,1198000
17974,980000
223,2088400
22946,860000
22904,3888000
2500,1550000
22587,1068907
564,3730000
22231,6415200
10367,1462000
19331,2000000
3385,918000
3933,3632888
7959,1485000
14516,2311920
23291,2500000
3535,1437000
20724,2609000
23477,3400000
21017,2693000
21912,2950000
13611,2618550
19293,2280000
15994,2483000
22848,900000
10889,1747000
12018,1274000
7645,3732000
14116,1700000
14708,1240000
9589,1159000
19666,2080000
2833,1136000
20882,1098000
22627,1800000
9979,1159000
14549,3640260
4095,1780000
3990,1710000
8060,1640000
10565,2129000
20497,1749000
16016,1610000
19349,3654000
20917,1158000
14799,1125000
2785,3300000
18557,1980700
10771,1281000
10686,1260000
3880,1474000
23478,1220000
20296,1984000
19670,1332000
18408,1730000
11975,1302000
7746,3861366
18498,1037500
3945,9716070
2164,1845000
2886,1520000
10109,1171000
4354,2250000
5666,1300900
172,2216400
639,1163000
17222,1466000
5065,3878000
1548,1200000
7435,988000
10932,2076000
10024,1217000
1036,1268000
19869,1469440
14419,1876000
8418,747000
9582,2132000
18584,1585700
10713,2920000
18736,1132700
18285,2045000
8257,2000000
12467,1581000
22534,2088000
20165,1249020
354,3520000
18467,2780000
5904,1071500
12954,2338000
1164,2390000
21378,1552000
3395,1728000
14796,1275000
18527,1405000
12760,2816000
3127,1620000
9694,1414000
15138,1831000
8501,1158000
19106,1592888
19779,1029600
19359,3000000
16535,1028000
3587,3008610
3557,2845000
19905,1603920
10962,1603000
13004,1510000
16708,1300801
16005,1561000
5171,1320000
6743,1331000
7398,1338888
11267,853000
21568,2080000
9484,698000
13830,2247300
16892,1322724
13890,1393000
21909,1680000
8177,1167000
11620,1787000
7857,3049913
19813,1328800
2603,3149000
8609,1043000
8061,1753092
3250,877000
12601,1642000
15857,1708000
709,810000
118,2332600
10214,2678000
4598,1500000
2042,1190000
7419,1300000
6130,4838000
317,10000000
10566,2129000
5315,740000
20138,938900
14457,2410000
13419,948000
12873,2548000
14993,1484000
6523,1346000
5739,1464100
21887,1562800
14953,810000
5470,710000
14336,1420000
16471,900000
4163,9710000
13180,5512000
403,5000000
4911,2119480
11422,1500000
9365,1453000
6378,1452000
14744,950000
3539,1900000
6310,1446000
9219,702000
5517,735000
2594,2330000
22517,2102000
20191,1191460
19427,1548000
22645,960000
6654,1569000
14266,1690000
15867,1646000
23546,2800000
1502,2245900
21998,8400000
678,1169000
20521,1061000
5851,1489000
7194,1164000
16301,1540000
10095,1504000
2939,1088000
12390,1523000
1850,1699000
1070,2050000
6784,1220000
14444,2475000
10672,2061000
3392,1420000
16802,2376530
22255,5308000
10139,1468000
14606,2360000
8400,960000
17572,2224000
4893,4302380
8720,1956000
19764,703890
21872,1880000
8498,1417000
20998,1536000
16587,1218735
18250,1033000
6117,3100000
12716,1335000
6567,1168000
5670,1403400
8949,1204000
13330,1918000
574,1484000
21207,1663158
22241,7417228
21248,1117100
15123,1417000
16698,1431163
21181,680000
22524,2133000
8695,1131000
10514,1764000
19612,1688000
2248,1630000
15958,1625000
5616,1415200
22479,1608000
13509,1717650
21761,2775000
14390,1875000
997,1213000
12926,2472000
11586,1818000
16935,1652515
21302,1219414
14572,3260847
8032,1663112
1407,1980000
21772,1480000
20950,1850000
14021,1636000
14254,1675000
13841,1656270
11780,1310000
19011,1350000
693,976000
10725,2102000
3443,809000
9174,1110000
4175,1735000
13844,1672110
10458,1179500
20409,1418888
13382,1140000
16645,1198499
11529,2048000
23270,1940000
5497,1060000
3875,1219000
3626,1837184
18585,1623780
16829,1106424
6752,1164000
5111,4830000
14157,960000
16012,2434000
3555,1472000
10386,1460000
19366,2580000
11059,2152000
2526,1325000
15032,1084000
17643,1046000
19565,1650000
1168,890000
16136,1005000
7892,1748444
3149,820000
12006,2704000
13439,5300000
1467,2920600
8154,2780000
20308,1002400
13833,2318580
12153,1923000
16836,1640678
21910,8000000
4137,2060000
22470,1633000
4150,1728000
6468,1562000
14017,1398000
16963,1322874
6571,1695000
15366,820000
