,price
18124,2454000
10414,1451000
18855,1717000
17759,2943000
20446,1333000
22595,1132986
10838,2723000
20832,2598000
15498,1240000
3410,1155000
20110,1342170
2227,1468000
8570,736000
11359,2350000
5226,1300000
11554,1369000
3652,1600000
11192,3030000
7132,1379000
5155,14800000
13770,1329570
14881,1180000
4672,5590000
21091,3077000
15013,2093000
2364,1520000
47,4115830
22016,1300000
20698,1016000
6526,918000
17194,1621620
23330,2100000
15046,769000
10710,2890000
12538,1575000
23196,2136000
13244,2383200
9195,744000
1944,2450000
23223,3630000
22104,1689230
19844,848070
3289,1119000
14817,1100000
20871,1950000
17326,1640000
4755,1649280
14869,1255000
14906,1088000
18979,860000
12301,1657000
14601,2460000
20097,819200
22729,678000
20656,1833000
10362,1145500
13681,1210770
8781,1200000
12824,1557000
11581,1689000
4590,1430000
1871,2994000
14827,1218000
18805,1552300
20382,998400
418,1268000
18673,3129000
1213,1300000
22372,1210000
9767,1514000
17131,1156898
23136,4026195
2499,1035000
23191,5185000
9332,1463500
10424,1701000
10961,1603000
18512,870000
2540,1538000
16773,1052598
2912,1238888
6369,2181000
1038,1272000
21491,1589300
23245,2170000
14926,1973000
7431,1720000
23420,1600000
6760,1202000
14092,1675888
729,1271000
9355,854000
5736,992200
15174,1265000
13396,943000
15213,1058000
12756,2248000
13905,3754080
18583,1578600
542,1920000
14773,1240000
5176,2420000
146,2063300
20992,1879000
21993,1120000
17003,1263408
241,1680000
11057,2630000
3595,1441750
13475,1360000
12539,1564000
9733,1366000
16966,1280539
18486,1230000
1952,3714340
16893,1335900
6257,2406000
1594,1469000
15964,1212000
4256,4800000
20385,2039200
13207,2310000
4119,2720000
2680,2938000
844,1633000
21197,2155700
11547,1570000
8200,1880000
15595,2469380
12110,1644000
1783,1980000
62,1974000
0,5500000
11605,1460000
3462,1860000
17800,1910000
11092,2150000
9558,1138000
2144,1595880
19113,1420000
5852,1146500
5885,1426200
3665,2050050
9652,735000
11282,3160000
6162,879000
23249,2520000
8758,832000
17202,1152562
2271,2685000
21331,1565256
18069,1218700
4373,1230000
16426,4500000
775,1373000
21406,1223824
12186,2242000
13497,2762100
14305,2333000
10963,1619000
8144,1455000
17645,2002000
23354,1380000
9041,1713000
17477,1561000
22954,790000
11393,2280000
22890,837000
12723,1248000
18129,2042000
4201,2700000
7369,1096000
14577,1910000
3449,842000
18714,1087198
8818,1395000
1859,1850000
7403,1610000
20728,1944000
20299,1064800
16919,1316136
12695,5580000
7534,1836000
4990,2278000
6522,1786000
12056,1477000
9841,2118000
413,3200000
15938,1800000
6490,1397000
1175,2575000
8375,860000
9881,1140000
12825,2356000
21419,2045554
21250,1260182
18308,1766000
18483,1185000
14452,2430000
20823,1351000
4585,2060000
10509,2696000
22863,790000
9161,1188000
1514,1380000
10468,1164500
9601,1748000
3693,3200000
8575,1353000
5304,713800
11682,1748000
5321,1430000
20716,1311000
9437,1137000
11842,1726000
13656,1296900
1571,1500000
15283,701000
5262,988000
17498,998890
15961,1712000
7745,3166783
9693,1414000
16605,997920
12735,2200000
10443,1185500
21522,930500
9619,1041000
11603,1202000
11370,1550000
1413,4800000
1130,2279000
19047,1550000
5875,1141800
20323,785600
22430,1087000
7917,2471812
5849,1435100
18419,1811800
1621,1710000
15691,1515000
10159,1741000
15307,1386000
23427,1050000
16686,2890721
17679,2378775
12300,1651000
14861,1212000
23095,3550000
12922,2608000
20456,1237000
21706,1977600
3298,843000
10600,1649000
1486,1967100
16813,1037085
11352,1550000
6872,1206000
20222,1614330
19189,2290000
1238,3100000
7051,1704000
15239,1803000
22406,1294000
16272,930000
23482,1060000
6063,1567000
9383,1211000
18608,967200
21585,2016800
18941,1480000
23116,4220000
17766,991000
10676,2250000
12814,8236000
23054,1820000
11945,1536000
18770,1272700
422,1240000
14557,1868209
7779,1600000
7729,1599505
8018,2471812
15363,1519000
7660,3111000
14059,1750000
6936,1176000
22010,668000
21334,1838872
13643,1458270
483,3130000
3846,945000
12712,1213000
1315,1500000
14578,1910000
6076,1650000
9366,1453000
19122,1360000
4941,5400000
6467,2440000
12859,2514000
20433,1580000
6492,1238000
7090,1265000
15119,1366000
6243,839000
12157,3468000
15942,2465000
5003,3309000
1576,1211250
14789,1216000
13298,2356000
12169,1610000
12573,3121000
20283,858400
8623,1439000
5502,940000
17829,2457000
6210,984000
5303,1488888
8164,1450000
14679,5200000
1989,1920000
18686,3303388
18901,2087000
19874,1588000
14522,2950000
8470,726000
20485,3311000
6105,4800000
8642,1436000
121,2555800
2609,1400000
12648,2316000
22703,1615000
6216,1095000
2802,1569000
11400,1700000
16882,1022512
953,1256000
6045,1429000
11988,1592000
12838,3916000
9236,1175000
9725,1705000
1330,1100000
17821,1033230
17872,988000
21634,2800000
4744,2279500
18523,1038888
17712,1957176
1270,2453220
17324,1609000
4852,4139000
1691,2900000
20565,1556000
13614,2492820
16146,4250000
13691,3125430
13831,2376000
10980,2333000
9507,723000
2974,1180000
22968,1045000
10063,1127000
16189,2750000
13346,1253000
17979,1223000
23514,1670000
5708,1022400
16942,1316601
6832,1711000
4741,1579200
8999,1517000
1208,2312000
15182,1115000
23289,1990000
8525,1455000
9495,1150000
11660,1404000
10519,2128000
4224,1679000
9482,1720000
1090,1905000
3120,1300000
12481,1665000
14661,1980000
22596,1160000
22555,1083000
1533,1620000
14632,2020000
1411,1360000
17861,1666000
14160,1060000
7163,979000
2614,1538000
6014,1801452
9010,1691000
7185,1033000
2636,2000000
9068,1461000
18903,3809200
2664,4550000
12628,2354000
5438,1550000
5990,1344000
14058,1280000
5553,39333999
18258,1781000
20126,1126680
17012,1180732
11365,1600000
21934,3000000
9826,697000
14959,1168000
17672,998890
12438,1962000
18776,1575100
16906,1173920
8231,1350000
7046,1531000
4896,3019040
10678,2655000
17225,943000
14921,1793000
8388,880000
14685,818000
7110,898000
15280,1803000
9842,2118000
20883,1093000
11361,1568000
8294,1500000
4206,1180000
19264,3280000
11734,1183000
1767,1370000
22120,2400000
11266,3060000
13972,4759920
5960,1800000
9405,1155000
14845,1560000
16047,2420000
11952,1504000
17291,1682000
19641,1850000
5250,1275000
9722,1072000
12073,1529000
13922,3041280
12683,1649000
15578,2210000
22413,2008000
6788,1184000
7451,1360000
13822,2187900
9080,1193000
19284,1770000
6444,1299000
7477,3060350
23599,4125000
1002,1361000
5157,14688000
12099,1640000
22643,1120000
19372,1108000
13268,1915000
20736,1441000
8088,2450000
6723,1195000
17318,2402000
16247,1530000
8582,756000
14046,1399000
10906,1626000
19422,1568000
11872,3370000
15021,810000
18563,2023700
20255,1470150
2146,1235000
13676,1301850
20631,1646000
2662,2718000
21511,1000000
13957,2550240
22044,825000
15471,2307200
22611,1755485
7029,1268000
4339,1530000
3194,800000
5933,1733200
18530,980000
2953,1300000
6362,2347000
17612,1877000
19767,868180
5449,1850000
6956,2384000
2737,1636000
22913,1150000
4245,1755000
2310,1300000
23455,1708975
7806,2147231
14695,1250000
18328,1851000
3795,1868000
11224,2298000
1280,1750000
2857,1218000
4436,1270000
5106,3495000
21685,1702400
20552,1180000
18712,1098060
8474,742000
11901,1388000
17113,853863
20987,1214000
22119,4701060
10373,1564500
19332,1320000
19602,2200000
4625,2008888
13801,1759230
222,1689000
3545,1536000
8564,1055000
16952,1154513
12443,1502000
2442,1150000
22781,1360000
17411,1668000
3986,1650000
1972,2505000
9289,868000
1570,1200000
14361,1300000
2281,1060000
6132,5180000
12731,2302000
2821,1877000
2021,2020000
12267,1511000
6188,2189000
11900,1486000
8442,1429000
9835,1256000
9085,745000
9690,1100000
10140,1468000
6098,2900000
22096,1770000
2556,1120000
9384,1211000
18664,1791200
8407,2790000
10645,2062000
21922,1650000
21694,3362335
3344,1239000
902,849000
10687,1663000
181,1665200
17284,1452408
18687,3292781
10042,1387000
23318,2500000
1853,2895000
9163,1493000
16041,2518000
22923,1638888
22640,2180000
12493,1715000
10712,2910000
1458,1370200
2726,2020000
626,1171000
12365,1180000
3966,2180000
15211,1133000
7136,1528000
1926,1995000
7141,1403000
4983,2499000
16327,2100000
19883,1603800
10548,1204000
19609,3225000
23268,2000000
21335,921886
3656,1899950
7138,1731000
6593,1858000
10059,1150000
21049,2021000
10662,2068040
9442,1089000
14790,1458888
677,1252000
12892,1263000
17682,1872400
5091,2220000
6496,1004000
23010,1500000
8971,1436000
10455,1178500
23262,4750000
13974,3722400
6600,1301000
12313,1290000
14746,992000
701,922000
7014,1331000
4930,2226100
22090,1775000
10901,2058000
14117,1230000
12367,1760000
17465,990810
248,1700000
8251,2550000
14903,1228000
19822,1946400
14598,2080000
19398,2302000
3999,1870000
16706,1437361
18893,2140000
11178,3730000
5034,5650560
19525,1534000
18548,2963398
2086,1428000
4980,2398000
14979,749000
17398,1058000
2241,1475000
22909,1350000
22439,1891000
2589,1600000
7708,2988490
18365,1033000
9886,1454500
5146,3512000
4527,900000
16988,1280539
6298,1234000
20004,734400
5035,6150212
19485,1068000
10705,2373000
14587,1285000
20973,1863000
4254,1780000
19649,2300000
21882,2200000
16808,1315104
17455,3150000
7547,3022170
16192,1576000
10427,1702000
9397,1108000
4229,1688000
18136,1619000
23271,1820000
16786,889561
884,1110000
17112,846676
1039,1243000
2897,1500000
5566,34500000
8423,713000
14668,2620000
2445,1938000
14872,1255000
16443,1718000
13586,1901790
18542,1479700
19265,1510000
22230,9662400
7168,2389000
15840,1350000
2095,1165000
3857,1050000
21624,1530000
17687,1570000
3477,1439460
5290,2410000
18424,2040000
1010,1209000
20009,716000
5363,700000
17784,1738000
21731,1818000
21610,3720800
11289,3015000
6311,1958000
5314,1300000
12034,1480000
21608,1800000
12795,8536000
14811,1435000
23508,1928000
934,1272000
10076,1082000
14756,1320000
22133,1288000
7197,1421000
21709,3700000
20592,1313000
1343,1710000
517,1122000
359,3150000
19400,2100000
9100,1694000
21775,2680000
7877,2730420
959,1523000
22797,1618000
1148,1658000
2954,1430888
5764,1520300
2051,1052000
21030,2713000
2054,1068000
8665,1051000
15248,1981000
470,1320000
11444,830000
20664,1368000
17561,1755000
17381,1491600
6419,1781000
8121,4650000
14418,1846000
6006,1600000
1276,1020000
11892,1693000
12417,1180000
10671,2061000
21791,2445000
17263,1366000
17534,2975000
8843,1376000
15505,2810000
7861,3712520
8810,1134000
10428,1702000
12276,1188000
18252,1039000
3608,1458000
11571,1703000
20810,1842000
12090,1360000
14190,7200000
21955,1380300
20743,1265000
176,1661300
8441,1429000
20610,1810000
7275,1936000
21061,1212000
19121,1735000
7672,4449455
1236,3100000
6335,863000
10664,1477000
7555,2651223
13531,1296900
14720,1230000
11472,4700000
10105,1192000
16809,1291246
2394,1700000
11402,1710000
18451,1055000
5918,1683800
17567,941000
14425,2764000
15074,744000
10870,2282000
2436,1488000
22405,1654000
17017,1174593
12233,1669000
15065,913000
3746,2463400
6253,1104000
11408,1700000
22827,1023000
1327,1420000
3537,1744000
6613,1346000
5735,1055400
21961,2006900
17547,1729000
3276,840000
2746,1617660
15443,1258888
9138,1133000
102,2436000
13506,1843380
1661,2250000
10256,1465500
13552,1321650
13344,1736000
22495,1688000
14070,1758000
10080,707000
15870,1591000
14911,1371000
22070,1660000
1694,2850000
13579,1823580
14258,1540000
13347,2278000
11607,872000
7898,1570000
7801,1626550
19515,1055000
268,1670000
518,3468000
23560,1980000
7159,2151000
10152,1471000
8279,2328888
6360,948000
14748,1295000
16135,1530000
17363,2297750
2358,2400000
6023,1904000
21788,1480000
439,1255000
16871,1344281
9684,1163000
17034,1309259
937,1816000
15579,2410000
18833,1042087
10311,1191000
3459,1097000
8059,1600000
22685,1525000
2134,1670000
4965,3028000
7100,1279000
14962,1512000
23202,1500000
2774,1870000
12527,1279000
13494,4108500
3119,3600000
20621,1456000
18675,1212700
1210,2656000
8398,930000
14738,960000
15118,1068000
1085,2019000
10191,1446500
12550,2649000
9147,759000
6218,816000
12877,2528000
14372,12000000
20861,2786000
17268,1050000
10572,2261000
8203,1900000
22929,880000
8306,1588000
3379,897000
17221,920853
17822,1112000
5554,17888000
22071,1190000
1318,1818000
1769,1370000
8870,1355000
12423,2000000
20270,1439370
9792,1721000
11652,1037000
7626,2467011
9061,756000
15634,1170000
3562,1972000
6659,920000
9070,1184000
130,2331600
11775,1224000
3220,799000
4880,2061090
21356,1819272
4918,4359520
16324,1480000
6847,1274000
18079,948000
22706,1255000
1623,1275000
18964,2000000
11306,2705000
1825,2600000
8944,729000
13049,1394000
16558,899797
17797,1025150
7456,1375000
160,2499400
22468,1234000
14704,950000
4602,1850000
8184,1600000
10830,1694000
7916,2308888
20952,1486000
19673,688000
2216,1460000
6329,1604000
2995,4200000
3792,1818000
6625,1219000
8079,1265000
12463,3242000
398,3000000
10515,1193500
19479,1104000
12608,1547000
20175,998000
17639,1731000
10429,1204500
10953,2195000
6713,799000
3940,3632888
22569,1064040
13454,2720000
4751,1599360
147,2342300
5721,1071500
6685,1108000
11786,1294000
4705,5497000
14944,1581000
14443,2505000
5379,938000
3223,919000
5943,1022400
20236,710940
8192,1105000
21283,1479996
10322,2133000
23665,1650000
449,1030000
2264,1480000
14416,2410000
19736,755730
7256,1326000
12121,1384000
11013,2189000
9102,1474000
16847,1157634
20256,840800
9634,1141000
535,3597750
14509,1580000
22980,1043000
6606,1511000
12477,3372000
14757,1250000
1836,2470000
23326,2200000
366,3620000
18887,2915000
11055,2277000
7559,2632183
11519,1463000
23525,2300000
12932,1444000
11517,1621000
1890,2884000
12133,2127000
5203,1680000
21189,3779000
11106,1214000
14404,2911000
19981,1271820
20226,986400
5966,1125800
6478,1147000
19578,1750000
7583,3675530
13725,2523510
6919,1313000
10544,1286500
1688,1758888
5516,925000
13150,1326000
17466,978000
9811,1203000
12895,1293000
4614,940888
12933,1404000
16782,1174026
15090,1192000
20235,1117660
19664,1100000
7149,2023000
2449,1110000
14238,3068000
5117,2398000
16196,2106000
21095,2959000
18190,2083000
4822,2105830
6677,1966000
21945,1970900
22037,730000
454,10100000
21123,1164000
21586,2550000
6958,1713000
164,2147700
3852,920000
6740,1106000
182,1400000
21820,1380000
17646,1696000
8943,729000
22215,6597360
18955,1460000
8898,1735000
14762,1297000
23028,1068000
99,2159700
21014,1225000
9820,1370000
3742,1350000
6356,1261000
9226,1978000
2764,1893000
833,1142000
17897,1684000
4787,1523790
7087,905000
1707,1570000
254,1620000
2349,1400000
21789,8200000
1302,1840000
4474,910000
69,1778500
16452,2230000
16621,1945766
8211,1390000
13602,1351350
14830,1550000
3930,3800000
8696,1131000
8603,739000
12513,1495000
933,1244000
11764,1167000
11253,3082000
14319,1425000
18280,1987000
16362,1250000
17541,1664000
21087,3284000
8087,1150000
7934,1608260
16255,1068000
2009,1560000
16071,1727000
10597,1277000
5642,2191400
7071,1013000
18302,1021110
8821,1321000
18522,1068000
2874,865000
10876,2204000
23607,1300000
1037,1295000
22371,1800000
2704,1480000
4848,2402000
5996,1800000
9451,1702000
23321,2350000
3357,1409000
16190,2560000
11129,2187000
12739,2278000
20416,1590000
16304,1980000
19989,1726920
3735,1300000
8393,920000
13504,1803780
4715,2898000
12785,1271000
15185,3278000
14829,1490000
5000,6599340
12131,1419000
15085,1567000
15697,1445000
18386,2045000
12302,1551000
19358,5248000
15495,1326665
8688,723000
17486,2406000
1540,1780000
11753,1323000
2697,1640000
2286,1098000
4999,6180000
17903,1329524
10835,2819000
22164,2400000
19783,1053810
21574,2154400
6798,1071000
11644,2196000
22588,1150714
17718,1934000
23107,2100000
20665,1180000
7322,1315000
6417,1112000
8492,758000
14737,1200000
22308,1950000
12863,2524000
19022,1500000
12220,2156000
18721,1212900
10820,1571000
6506,1368000
12724,1193000
6422,1421000
10061,836000
17700,2842755
1416,1878700
16917,1716099
11800,1332000
11852,1059000
3198,1837000
1333,2515000
9234,1485000
17670,1648000
6848,1259000
13991,1593000
8557,724000
8178,1918000
1984,3913246
8647,1139000
2435,1250000
13274,907000
13577,1897830
10580,2036000
304,3025000
22330,1200000
18734,1130737
18255,1732000
10806,1279000
6193,885000
10087,1572500
7765,1639232
20794,1180000
3920,1411000
17977,1588000
5376,1685000
13431,710000
9246,838000
7077,1369000
5952,1006800
1840,1680000
19617,1690000
6075,1740000
20739,1644000
8196,1260000
2813,1635000
13165,1419000
536,3335920
8238,1300000
1139,2205000
9421,2138000
7500,3250000
13197,2339200
7442,1350000
4116,2320000
7985,1678604
468,1400000
10812,2455000
9818,1432000
20066,1250400
12227,2078000
7654,2880900
22335,1238888
20295,1798400
6405,1307000
23449,1259060
617,1098000
14910,1200000
1310,1630000
20749,1327000
1012,2518000
23026,2250000
11931,877000
5300,800000
5905,1022400
3251,787000
18223,2069000
19879,884800
15842,990000
3547,2973320
9132,828000
22800,920000
3865,1001888
3787,1375000
18865,3091000
17300,1086000
7772,1771754
5236,1750000
22155,1900000
17688,1738000
10872,2311000
11132,2068000
7264,1045000
16297,1620000
19854,1136520
19353,3300000
10075,1082000
2209,1450000
17594,1060000
21483,1093092
20692,1684000
22346,1055000
12440,1596000
289,1618000
1121,2585000
2656,6680000
3478,1092000
15535,1870000
17357,1213000
5763,1002000
15528,1660000
19077,1500000
2657,5210000
4957,3088000
5518,1125000
16936,1318903
16210,2250000
14838,4200000
23686,1225000
3526,1427000
20332,1874400
13227,2248000
1835,2022000
1876,2451240
19147,2600000
19787,899540
20954,1469000
7638,2297998
9382,1122000
1042,1304000
22905,4338000
17156,1318332
3942,3600000
982,846000
10325,1732000
23549,1930000
17634,954000
7831,1700000
8316,860000
20937,1314000
19912,1375960
2596,3400000
22362,1620000
17638,1735000
8965,1152000
4797,2007550
8692,761000
4488,1338000
5144,2388000
22699,1580000
377,1290000
357,5250000
12204,2839000
18434,1390000
13302,2338000
11206,1841000
17636,1508000
21258,1500000
12599,1617000
20434,885000
12252,1815000
5537,2200000
16435,5589300
19836,1321600
20499,1237000
2087,1600000
17535,2933000
21486,2113118
7504,6067700
2234,1000000
15320,1112000
245,1920000
9653,1150000
16722,1326164
5809,1404600
12068,1533000
22644,1000000
10948,2800000
4352,2120000
